02/20/2018,7.730000019073486,0,0,0
02/21/2018,7.71999979019165,0,0,0
02/22/2018,7.699999809265137,0,0,0
02/23/2018,7.730000019073486,0,0,0
02/26/2018,7.659999847412109,0,0,0
02/27/2018,7.539999961853027,0,0,0
02/28/2018,7.440000057220459,0,0,0
03/01/2018,7.440000057220459,0,0,0
03/02/2018,7.550000190734863,0,0,0
03/05/2018,7.309999942779541,0,0,0
03/06/2018,7.389999866485596,0,0,0
03/07/2018,7.440000057220459,0,0,0
03/08/2018,7.519999980926514,0,0,0
03/09/2018,7.489999771118164,0,0,0
03/12/2018,7.53000020980835,0,0,0
03/13/2018,7.519999980926514,0,0,0
03/14/2018,7.559999942779541,0,0,0
03/15/2018,7.539999961853027,0,0,0
03/16/2018,7.539999961853027,0,0,0
03/19/2018,7.440000057220459,0,0,0
03/20/2018,7.349999904632568,0,0,0
03/21/2018,7.489999771118164,0,0,0
03/22/2018,7.25,0,0,0
03/23/2018,7.25,0,0,0
03/26/2018,7.269999980926514,0,0,0
03/27/2018,7.199999809265137,0,0,0
03/28/2018,7.0,0,0,0
03/29/2018,7.150000095367432,0,0,0
04/02/2018,7.019999980926514,0,0,0
04/03/2018,6.980000019073486,0,0,0
04/04/2018,6.929999828338623,0,0,0
04/05/2018,6.840000152587891,0,0,0
04/06/2018,6.71999979019165,0,0,0
04/09/2018,6.989999771118164,0,0,0
04/10/2018,7.179999828338623,0,0,0
04/11/2018,7.070000171661377,0,0,0
04/12/2018,7.239999771118164,0,0,0
04/13/2018,7.21999979019165,0,0,0
04/16/2018,6.980000019073486,0,0,0
04/17/2018,6.880000114440918,0,0,0
04/18/2018,7.090000152587891,0,0,0
04/19/2018,6.920000076293945,0,0,0
04/20/2018,7.010000228881836,0,0,0
04/23/2018,6.739999771118164,0,0,0
04/24/2018,7.139999866485596,0,0,0
04/25/2018,7.25,0,0,0
04/26/2018,7.159999847412109,0,0,0
04/27/2018,7.230000019073486,0,0,0
04/30/2018,7.199999809265137,0,0,0
05/01/2018,7.28000020980835,0,0,0
05/02/2018,7.139999866485596,0,0,0
05/03/2018,7.079999923706055,0,0,0
05/04/2018,7.139999866485596,0,0,0
05/07/2018,7.130000114440918,0,0,0
05/08/2018,7.150000095367432,0,0,0
05/09/2018,7.170000076293945,0,0,0
05/10/2018,7.239999771118164,0,0,0
05/11/2018,7.239999771118164,0,0,0
05/14/2018,7.170000076293945,0,0,0
05/15/2018,7.170000076293945,0,0,0
05/16/2018,7.21999979019165,0,0,0
05/17/2018,7.159999847412109,0,0,0
05/18/2018,7.199999809265137,0,0,0
05/21/2018,7.389999866485596,0,0,0
05/22/2018,7.369999885559082,0,0,0
05/23/2018,7.489999771118164,0,0,0
05/24/2018,7.53000020980835,0,0,0
05/25/2018,7.590000152587891,0,0,0
05/29/2018,7.139999866485596,0,0,0
05/30/2018,7.289999961853027,0,0,0
05/31/2018,7.230000019073486,0,0,0
06/01/2018,7.21999979019165,0,0,0
06/04/2018,7.230000019073486,0,0,0
06/05/2018,7.329999923706055,0,0,0
06/06/2018,7.489999771118164,0,0,0
06/07/2018,7.420000076293945,0,0,0
06/08/2018,7.380000114440918,0,0,0
06/11/2018,7.300000190734863,0,0,0
06/12/2018,7.380000114440918,0,0,0
06/13/2018,7.349999904632568,0,0,0
06/14/2018,7.329999923706055,0,0,0
06/15/2018,7.260000228881836,0,0,0
06/18/2018,7.28000020980835,0,0,0
06/19/2018,7.230000019073486,0,0,0
06/20/2018,7.329999923706055,0,0,0
06/21/2018,7.510000228881836,0,0,0
06/22/2018,7.489999771118164,0,0,0
06/25/2018,7.480000019073486,0,0,0
06/26/2018,7.670000076293945,0,0,0
06/27/2018,7.739999771118164,0,0,0
06/28/2018,7.789999961853027,0,0,0
06/29/2018,7.78000020980835,0,0,0
07/02/2018,7.929999828338623,0,0,0
07/03/2018,7.829999923706055,0,0,0
07/05/2018,7.889999866485596,0,0,0
07/06/2018,7.920000076293945,0,0,0
07/09/2018,7.989999771118164,0,0,0
07/10/2018,8.039999961853027,0,0,0
07/11/2018,7.989999771118164,0,0,0
07/12/2018,7.96999979019165,0,0,0
07/13/2018,7.96999979019165,7.356099963188171,7.63984947024,7.07235045614
07/16/2018,7.920000076293945,7.358499960899353,7.64638664038,7.07061328142
07/17/2018,7.840000152587891,7.360499963760376,7.65156824224,7.06943168528
