,PORT VALUE,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ACXM,ADTN,AMZN,ATVI,BJZ,BKCC,BSMX,CCI,CTXS,DIOD,DLR,DTF,ENV,EQIX,FTNT,GCI,IMAX,IQI,JHS,LEO,MAC,MDSO,MLNX,NATH,NVGS,NXQ,QGEN,RCII,RH,RHT,SBAC,SNPS,SSTK,STAG,SUI,TAL,USM,VMO,VNO,WDC,WRE,WWE,XOXO,
,0.000588903,-0.000283361,0.001590571,0.001384014,-3.02193E-05,-0.000352097,-0.000356176,0.000436473,0.000628933,0.000383647,0.000701066,-1.62332E-05,0.00095851,0.00083987,0.001122962,-0.00021436,0.000120457,6.41073E-05,-3.38186E-05,-1.34685E-06,3.99204E-05,0.000864674,0.000758011,0.000701248,-0.000314557,9.96097E-05,0.000524096,-0.000308423,0.001155529,0.000978017,0.000731866,0.000768846,0.000391444,0.000316214,0.000643497,0.00266525,9.77498E-06,3.52599E-05,0.000208775,0.000396671,0.000195313,0.002030532,0.001025518,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ACXM,ADTN,AMZN,ATVI,BJZ,BKCC,BSMX,CCI,CTXS,DIOD,DLR,DTF,ENV,EQIX,FTNT,GCI,IMAX,IQI,JHS,LEO,MAC,MDSO,MLNX,NATH,NVGS,NXQ,QGEN,RCII,RH,RHT,SBAC,SNPS,SSTK,STAG,SUI,TAL,USM,VMO,VNO,WDC,WRE,WWE,XOXO,
,0.000471244,8.25289E-05,9.4342E-05,0.000102274,5.59063E-06,5.52677E-05,0.000103192,5.06073E-05,8.80655E-05,0.000148476,4.65595E-05,1.4444E-06,0.000162076,6.27001E-05,0.000111641,0.000101991,8.51565E-05,1.16411E-06,3.7012E-06,2.1485E-06,6.45676E-05,0.000151002,9.40178E-05,5.32083E-05,8.43814E-05,3.45849E-07,8.82892E-05,0.000129214,0.000102226,9.83883E-05,7.10668E-05,8.88853E-05,0.000135357,7.41056E-05,4.76994E-05,0.000129177,6.67303E-05,3.46398E-06,6.07336E-05,0.000121193,6.6798E-05,0.000135157,0.000110213,
,8.25289E-05,0.000340943,5.85163E-05,6.60357E-05,5.04919E-06,3.93168E-05,6.92904E-05,2.46811E-05,6.82379E-05,0.00010257,3.01524E-05,2.34714E-06,9.11337E-05,4.46364E-05,8.25912E-05,7.4488E-05,5.65748E-05,8.26569E-06,5.90458E-06,6.8282E-06,3.96615E-05,9.30124E-05,8.92669E-05,4.24711E-05,3.61463E-05,4.6863E-06,5.34783E-05,8.74626E-05,8.69926E-05,7.25445E-05,3.27824E-05,5.86905E-05,9.69818E-05,4.93986E-05,3.31234E-05,2.93085E-05,5.87058E-05,5.77084E-06,4.18748E-05,7.81358E-05,4.61374E-05,7.60941E-05,8.15718E-05,
,9.4342E-05,5.85163E-05,0.000338587,0.000128615,6.7596E-06,3.64554E-05,8.85289E-05,4.59936E-05,9.62971E-05,8.20155E-05,5.85551E-05,4.62675E-06,0.000121378,8.13873E-05,0.000107931,5.62024E-05,7.75703E-05,7.65097E-06,5.79079E-06,1.00824E-05,5.60068E-05,0.00011615,8.85035E-05,4.88352E-05,6.16578E-05,4.18395E-06,8.12192E-05,4.15213E-05,8.33851E-05,0.000105617,6.06827E-05,7.73067E-05,0.000123185,5.37559E-05,3.94336E-05,0.000101647,6.04356E-05,9.69832E-06,4.71152E-05,9.00931E-05,3.82177E-05,0.000105806,6.93579E-05,
,0.000102274,6.60357E-05,0.000128615,0.000340548,1.98153E-06,4.52849E-05,8.40738E-05,4.80823E-05,9.68325E-05,0.000117023,5.49575E-05,4.53311E-06,0.000118367,8.08413E-05,0.000104733,5.65646E-05,6.76789E-05,6.81625E-06,4.34817E-06,7.02995E-06,5.00624E-05,0.000108851,9.93213E-05,4.12057E-05,5.676E-05,5.3969E-06,7.78513E-05,7.69506E-05,9.96936E-05,0.000109394,6.68822E-05,9.16795E-05,0.000120729,6.0799E-05,4.4806E-05,9.57199E-05,4.43559E-05,7.79272E-06,4.59812E-05,0.000109433,4.88055E-05,9.24988E-05,6.75599E-05,
,5.59063E-06,5.04919E-06,6.7596E-06,1.98153E-06,1.62189E-05,2.03385E-06,2.33591E-06,3.86618E-06,1.476E-06,5.31013E-06,4.52143E-06,1.59496E-06,2.84747E-06,4.686E-06,3.82286E-06,3.03112E-07,2.89722E-08,3.42607E-06,8.94275E-07,3.58677E-06,2.39339E-06,1.96121E-06,4.18151E-06,4.40617E-06,5.83342E-06,2.21424E-06,3.65982E-06,1.3208E-06,1.24984E-06,3.89936E-06,2.72865E-06,2.40962E-06,-2.22861E-06,5.1894E-06,2.50418E-06,5.94039E-06,2.57024E-06,3.94133E-06,2.28465E-06,2.70949E-06,2.38224E-06,6.24957E-06,1.14982E-06,
,5.52677E-05,3.93168E-05,3.64554E-05,4.52849E-05,2.03385E-06,0.000156638,4.27452E-05,2.11737E-05,4.16308E-05,4.21475E-05,2.30874E-05,1.9734E-06,4.30106E-05,2.87232E-05,4.85074E-05,3.5516E-05,3.05491E-05,-4.59256E-07,5.73211E-06,4.21972E-06,3.15588E-05,5.06162E-05,3.1304E-05,3.6183E-05,5.9553E-05,2.08764E-06,3.10153E-05,7.15857E-05,5.57586E-05,4.09369E-05,3.01154E-05,3.02853E-05,5.58788E-05,3.06323E-05,1.89887E-05,3.88157E-05,3.62823E-05,2.06536E-06,2.53183E-05,6.13234E-05,2.56931E-05,4.35601E-05,3.38963E-05,
,0.000103192,6.92904E-05,8.85289E-05,8.40738E-05,2.33591E-06,4.27452E-05,0.000382524,5.61417E-05,7.71464E-05,9.08301E-05,6.67832E-05,1.84689E-06,9.68113E-05,5.98864E-05,8.46057E-05,6.36943E-05,7.40821E-05,8.79455E-06,4.92817E-06,7.19808E-06,5.41609E-05,8.42858E-05,8.01045E-05,4.60894E-05,8.6656E-05,6.99766E-06,7.71543E-05,7.70887E-05,5.25204E-05,7.69955E-05,7.64257E-05,7.41187E-05,8.26329E-05,7.25471E-05,4.18351E-05,7.37679E-05,7.52721E-05,1.05495E-05,5.93465E-05,0.000109072,5.78339E-05,4.89066E-05,5.08683E-05,
,5.06073E-05,2.46811E-05,4.59936E-05,4.80823E-05,3.86618E-06,2.11737E-05,5.61417E-05,0.000125451,4.59784E-05,3.33633E-05,6.29801E-05,9.49209E-06,4.47246E-05,6.30353E-05,4.75691E-05,2.81752E-05,3.62718E-05,8.79819E-06,6.24416E-06,8.45108E-06,4.55748E-05,3.82394E-05,4.60159E-05,2.43163E-05,3.23898E-05,7.47806E-06,3.49743E-05,4.25546E-05,1.91165E-05,4.67018E-05,0.000103704,3.84533E-05,3.68116E-05,5.74015E-05,4.39711E-05,4.05572E-05,3.82208E-05,1.00637E-05,4.78793E-05,4.69589E-05,4.62373E-05,2.85517E-05,3.7646E-05,
,8.80655E-05,6.82379E-05,9.62971E-05,9.68325E-05,1.476E-06,4.16308E-05,7.71464E-05,4.59784E-05,0.000267485,9.84231E-05,4.98481E-05,4.78733E-06,0.000114184,7.20423E-05,0.000131246,6.0921E-05,8.14865E-05,3.78236E-06,4.53775E-06,5.83065E-06,3.96403E-05,0.000118496,9.90047E-05,5.86329E-05,7.38223E-05,2.86518E-06,8.39159E-05,8.81975E-05,8.32426E-05,0.000130369,6.86314E-05,8.20605E-05,0.000104155,4.97137E-05,3.55618E-05,8.9591E-05,6.5458E-05,5.63861E-06,4.84264E-05,0.000107438,4.21795E-05,9.36098E-05,8.06223E-05,
,0.000148476,0.00010257,8.20155E-05,0.000117023,5.31013E-06,4.21475E-05,9.08301E-05,3.33633E-05,9.84231E-05,0.000399243,4.19484E-05,1.43954E-06,0.000152571,5.49426E-05,0.000119866,9.16928E-05,7.71508E-05,5.36114E-06,3.10728E-06,5.36095E-07,4.09236E-05,0.000128891,0.000137008,3.93833E-05,7.55008E-05,6.2022E-06,7.58245E-05,8.75147E-05,9.51118E-05,9.61662E-05,6.27368E-05,9.17345E-05,0.000134303,6.23257E-05,4.16668E-05,7.98269E-05,7.97039E-05,3.65684E-06,5.11999E-05,0.000155343,5.6402E-05,0.000113539,0.000107247,
,4.65595E-05,3.01524E-05,5.85551E-05,5.49575E-05,4.52143E-06,2.30874E-05,6.67832E-05,6.29801E-05,4.98481E-05,4.19484E-05,0.000204871,1.27158E-05,4.29377E-05,0.000105529,4.78439E-05,4.00775E-05,2.21159E-05,1.36942E-05,7.78413E-06,1.43547E-05,7.21959E-05,5.43205E-05,4.46143E-05,3.43944E-05,1.73719E-05,1.22677E-05,3.73356E-05,2.91458E-05,2.66775E-05,5.66416E-05,6.7367E-05,4.25607E-05,5.1919E-05,9.72022E-05,7.78921E-05,5.15917E-05,3.99704E-05,1.46936E-05,7.57472E-05,5.84322E-05,7.90046E-05,1.51223E-05,3.85893E-05,
