,PORT VALUE,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAPL,ABBV,ABT,ADM,ADP,AEO,AFL,AMD,AMZN,AOS,APD,AVGO,BDX,BEN,BMRN,BMY,CAH,CELG,CINF,CL,CLX,CMCSA,CTAS,CVS,CVX,DOV,ECL,ED,EMR,ETP,F,FCX,FOXA,FRT,GD,GE,GILD,GM,GOOG,GPC,GWW,HCP,HRL,IBM,INTC,IOVA,ITW,JNJ,JPM,KMB,KO,LEG,LMT,LOW,M,MA,MCD,MCHP,MCK,MDT,MKC,MMM,MSFT,MU,NAK,NFLX,NTDOY,NUE,NVDA,NWL,PEP,PFE,PX,PXD,QCOM,ROP,SLB,SYY,T,TJX,TROW,TSLA,UNH,V,VZ,WMT,XOM,
,0.00099721,0.000727234,0.000502943,0.000299224,0.00066119,0.000463807,0.000355789,0.001776962,0.001552137,0.000974431,0.000511992,0.00172659,0.000728035,-0.000231986,0.000581256,0.000283523,0.000171658,0.000286529,0.000291724,0.000134172,0.000389132,0.000386521,0.001162984,0.000182545,6.99305E-05,0.000296756,0.000368553,0.000254945,0.000187969,-0.000136737,-0.000215629,0.000126898,0.000463773,0.000192731,0.000712849,-0.000392277,0.000284649,0.000209455,0.000831917,0.000167943,0.000242453,-0.000317629,0.000549924,-0.000196195,0.000734686,0.003062659,0.00058027,0.000270451,0.000581275,0.000131242,8.44444E-05,0.000338639,0.000821371,0.000723866,2.61344E-05,0.001035143,0.000451882,0.00080818,0.000298671,0.000428311,0.000365862,0.000476714,0.001010072,0.001496716,0.000616485,0.002253994,0.001096312,0.000401343,0.002542277,0.000144502,0.000216537,0.000229708,0.000280018,0.000384911,6.42719E-05,0.000650088,-8.64069E-05,0.000581176,-4.10149E-05,0.000563274,0.000397676,0.00120522,0.001079251,0.000903812,4.01581E-05,0.000147012,-6.52895E-05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAPL,ABBV,ABT,ADM,ADP,AEO,AFL,AMD,AMZN,AOS,APD,AVGO,BDX,BEN,BMRN,BMY,CAH,CELG,CINF,CL,CLX,CMCSA,CTAS,CVS,CVX,DOV,ECL,ED,EMR,ETP,F,FCX,FOXA,FRT,GD,GE,GILD,GM,GOOG,GPC,GWW,HCP,HRL,IBM,INTC,IOVA,ITW,JNJ,JPM,KMB,KO,LEG,LMT,LOW,M,MA,MCD,MCHP,MCK,MDT,MKC,MMM,MSFT,MU,NAK,NFLX,NTDOY,NUE,NVDA,NWL,PEP,PFE,PX,PXD,QCOM,ROP,SLB,SYY,T,TJX,TROW,TSLA,UNH,V,VZ,WMT,XOM,
,0.000209521,5.13128E-05,5.81368E-05,4.23688E-05,5.04496E-05,3.89878E-05,3.95089E-05,0.000105516,8.74505E-05,7.65114E-05,5.58264E-05,0.000131473,4.82721E-05,6.96805E-05,9.1945E-05,4.10963E-05,4.89734E-05,7.64211E-05,3.89436E-05,3.54031E-05,2.86319E-05,5.06442E-05,4.87975E-05,3.87224E-05,5.02636E-05,6.32119E-05,5.10754E-05,8.03951E-06,6.23594E-05,6.46692E-05,6.43158E-05,9.42867E-05,5.13443E-05,3.08413E-05,4.88298E-05,4.66048E-05,6.28027E-05,6.52664E-05,8.13141E-05,4.62597E-05,4.63344E-05,2.41789E-05,4.08641E-05,5.03736E-05,7.73479E-05,8.9143E-05,5.95919E-05,3.85672E-05,6.59716E-05,3.14396E-05,2.66705E-05,5.21107E-05,4.0491E-05,5.49524E-05,3.12516E-05,7.52143E-05,4.04748E-05,8.82593E-05,4.25692E-05,5.00011E-05,3.67326E-05,5.38336E-05,8.53124E-05,0.000126183,8.83412E-05,9.86972E-05,8.13927E-05,5.73472E-05,0.000107124,7.27898E-05,3.34591E-05,3.696E-05,5.50086E-05,5.82183E-05,8.00313E-05,5.84177E-05,5.21944E-05,3.06573E-05,3.27509E-05,3.74307E-05,5.56392E-05,0.000100132,5.45322E-05,6.7E-05,2.93026E-05,3.61117E-05,4.48916E-05,
,5.13128E-05,0.000298898,9.79677E-05,6.36031E-05,6.28901E-05,6.24223E-05,6.24777E-05,9.50533E-05,8.34061E-05,7.62492E-05,6.30135E-05,9.19236E-05,7.69335E-05,8.70283E-05,0.000165844,0.000101947,0.000101053,0.00015194,5.06995E-05,3.36873E-05,2.66086E-05,6.51338E-05,6.57476E-05,6.41652E-05,6.28823E-05,5.92855E-05,6.30246E-05,1.91297E-05,6.75358E-05,7.3013E-05,6.67125E-05,0.000132309,5.90818E-05,4.60886E-05,5.90473E-05,5.72742E-05,0.000119763,5.93523E-05,8.16736E-05,6.50815E-05,5.45613E-05,3.46973E-05,3.59286E-05,5.70266E-05,8.13457E-05,0.00014217,6.63308E-05,7.26725E-05,7.86991E-05,4.20365E-05,3.0024E-05,6.87715E-05,5.93464E-05,6.14899E-05,7.40046E-05,8.17108E-05,3.57679E-05,7.91745E-05,0.000111416,8.26111E-05,4.00478E-05,6.75406E-05,8.34596E-05,0.00011777,3.26561E-05,0.000108648,2.32053E-05,7.74214E-05,8.30333E-05,7.23145E-05,3.37924E-05,8.62067E-05,6.34293E-05,7.39261E-05,8.15357E-05,7.30091E-05,5.58807E-05,4.4023E-05,3.74227E-05,5.24084E-05,7.71138E-05,0.000106492,7.90496E-05,7.36365E-05,4.21731E-05,4.03326E-05,5.89901E-05,
,5.81368E-05,9.79677E-05,0.00015156,5.89777E-05,6.40089E-05,5.48877E-05,6.00842E-05,9.71687E-05,6.73323E-05,7.35335E-05,7.10267E-05,8.36485E-05,7.77412E-05,9.18737E-05,0.000121332,7.42277E-05,8.19391E-05,0.000106725,6.04169E-05,4.71695E-05,3.20427E-05,5.76975E-05,6.23074E-05,6.15985E-05,5.90392E-05,6.56949E-05,6.38844E-05,2.17907E-05,6.71405E-05,5.16969E-05,6.43804E-05,0.000125269,6.64977E-05,4.28699E-05,6.43762E-05,5.80934E-05,9.53079E-05,6.74251E-05,7.14928E-05,6.36567E-05,6.21921E-05,3.88242E-05,4.33159E-05,6.23857E-05,7.49054E-05,0.000109412,6.4828E-05,6.26869E-05,8.07036E-05,4.48682E-05,3.67474E-05,6.45394E-05,5.21116E-05,6.2762E-05,6.18948E-05,7.92844E-05,4.3016E-05,7.24435E-05,8.03885E-05,8.36663E-05,4.23715E-05,6.38412E-05,7.35256E-05,0.0001003,3.73565E-05,8.30027E-05,4.81204E-05,7.31104E-05,8.34417E-05,7.09444E-05,4.08043E-05,6.63572E-05,6.20012E-05,6.85877E-05,7.51294E-05,6.67946E-05,5.64196E-05,4.26844E-05,3.77701E-05,5.6667E-05,7.30811E-05,7.39851E-05,6.87782E-05,7.9833E-05,4.68268E-05,4.58609E-05,5.31375E-05,
,4.23688E-05,6.36031E-05,5.89777E-05,0.000202331,5.89081E-05,4.29844E-05,5.20156E-05,0.00012056,6.30225E-05,7.10122E-05,6.71574E-05,7.42392E-05,4.4626E-05,9.68151E-05,7.25805E-05,5.13321E-05,5.24066E-05,7.6017E-05,5.72055E-05,5.16667E-05,3.61993E-05,5.56495E-05,5.46573E-05,5.6775E-05,7.74082E-05,8.39545E-05,6.28308E-05,2.13687E-05,7.36594E-05,8.30267E-05,6.85069E-05,0.000161353,5.53842E-05,4.23638E-05,5.28975E-05,6.01899E-05,6.89581E-05,6.42354E-05,4.93929E-05,5.94603E-05,5.6144E-05,3.67546E-05,5.14459E-05,5.26433E-05,6.57415E-05,9.65426E-05,6.27358E-05,4.60234E-05,7.66896E-05,4.82149E-05,4.34915E-05,6.2451E-05,3.87493E-05,5.31618E-05,5.89424E-05,6.31757E-05,3.21941E-05,7.07311E-05,5.45898E-05,5.27737E-05,5.27658E-05,5.43162E-05,6.33611E-05,0.00010682,9.05254E-05,7.15003E-05,5.45846E-05,8.05586E-05,4.44199E-05,8.35992E-05,4.59608E-05,4.42491E-05,6.18489E-05,8.74944E-05,6.61364E-05,6.07126E-05,8.07717E-05,4.06281E-05,4.06153E-05,4.68238E-05,7.75359E-05,7.84116E-05,5.17051E-05,5.85216E-05,4.43246E-05,3.89466E-05,6.26956E-05,
,5.04496E-05,6.28901E-05,6.40089E-05,5.89081E-05,0.000124785,4.9762E-05,5.94386E-05,8.29493E-05,6.68449E-05,7.33263E-05,6.06937E-05,7.91813E-05,5.363E-05,7.59963E-05,8.00481E-05,5.17526E-05,6.26884E-05,7.35856E-05,5.85821E-05,4.63742E-05,3.62752E-05,6.21216E-05,6.3572E-05,5.0991E-05,5.62517E-05,6.8203E-05,5.91923E-05,2.62325E-05,6.49092E-05,4.6735E-05,6.34038E-05,9.12296E-05,6.86097E-05,4.53279E-05,5.91993E-05,5.45331E-05,6.63383E-05,6.43959E-05,6.67383E-05,6.49869E-05,4.86657E-05,3.85174E-05,4.76276E-05,5.60103E-05,7.42599E-05,6.03427E-05,6.78552E-05,5.01289E-05,7.11345E-05,4.38561E-05,4.08651E-05,6.32544E-05,4.8848E-05,7.09674E-05,6.0571E-05,7.47264E-05,4.43429E-05,7.65259E-05,5.66096E-05,5.5651E-05,4.64963E-05,6.16813E-05,7.45285E-05,9.39788E-05,8.65239E-06,7.45364E-05,5.62106E-05,7.38381E-05,7.77754E-05,6.4775E-05,4.49972E-05,4.85968E-05,5.69656E-05,5.46992E-05,6.57129E-05,6.18544E-05,4.88819E-05,4.49997E-05,4.33393E-05,5.67739E-05,7.20622E-05,6.814E-05,5.96191E-05,6.87619E-05,4.99711E-05,4.15036E-05,5.22296E-05,
