,PORT VALUE,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABBV,ABT,ADM,ADP,AFL,AOS,APD,BDX,BEN,CAH,CINF,CL,CLX,CTAS,CVX,DOV,ECL,ED,EMR,FRT,GD,GPC,GWW,HCP,HRL,ITW,JNJ,KMB,KO,LEG,LOW,MCD,MDT,MKC,MMM,NUE,PX,ROP,SYY,T,TROW,XOM,
,0.000690168,0.000502945,0.000155404,0.000721721,0.000368179,0.000955435,0.000414162,0.000767233,-0.000414388,-0.000144629,0.000367722,2.47069E-05,0.000456338,0.001145359,0.000110204,0.000153019,0.000314248,0.000410113,0.000129543,0.00011863,0.000538843,0.000146776,0.000315855,-0.000273884,0.000525841,0.000525825,0.000226659,4.56442E-05,9.64566E-05,0.000361182,0.000823285,0.00046219,0.000427091,0.000528904,0.00037659,0.000340793,0.000238895,0.000705633,0.000666161,-3.28876E-05,0.000432912,-0.000141126,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABBV,ABT,ADM,ADP,AFL,AOS,APD,BDX,BEN,CAH,CINF,CL,CLX,CTAS,CVX,DOV,ECL,ED,EMR,FRT,GD,GPC,GWW,HCP,HRL,ITW,JNJ,KMB,KO,LEG,LOW,MCD,MDT,MKC,MMM,NUE,PX,ROP,SYY,T,TROW,XOM,
,0.000313754,0.000103016,6.44493E-05,6.15495E-05,5.93048E-05,7.86851E-05,6.28568E-05,7.88931E-05,8.66163E-05,0.000101948,5.01821E-05,3.10258E-05,2.49302E-05,6.75981E-05,6.73933E-05,5.67003E-05,6.20972E-05,1.82158E-05,6.80449E-05,4.66012E-05,5.77147E-05,6.32997E-05,5.00248E-05,3.55428E-05,3.0886E-05,6.59066E-05,7.45709E-05,4.18853E-05,2.951E-05,6.77975E-05,6.53889E-05,3.89535E-05,8.77296E-05,3.92528E-05,6.81609E-05,7.75119E-05,6.43406E-05,7.24485E-05,4.38822E-05,3.5748E-05,7.40654E-05,6.27428E-05,
,0.000103016,0.000158126,6.0823E-05,6.64018E-05,6.09823E-05,8.0169E-05,7.40098E-05,8.2644E-05,9.55286E-05,8.51026E-05,6.37135E-05,4.77834E-05,3.30596E-05,6.68786E-05,6.28859E-05,7.03731E-05,6.56881E-05,2.08104E-05,7.18042E-05,4.32726E-05,6.85588E-05,6.57484E-05,6.41854E-05,4.0558E-05,4.19781E-05,6.91998E-05,6.56304E-05,4.57444E-05,3.73319E-05,6.6849E-05,6.6242E-05,4.69861E-05,8.97284E-05,4.38363E-05,6.68789E-05,7.68963E-05,6.52209E-05,7.13816E-05,4.52427E-05,3.84488E-05,7.47866E-05,5.62247E-05,
,6.44493E-05,6.0823E-05,0.000209297,6.18722E-05,5.41578E-05,7.68157E-05,6.99779E-05,4.62896E-05,0.000102576,5.4375E-05,5.80224E-05,5.28634E-05,3.60609E-05,5.80506E-05,8.47322E-05,8.99052E-05,6.79914E-05,2.18413E-05,7.78153E-05,4.32873E-05,5.3592E-05,6.15957E-05,5.78385E-05,4.17039E-05,4.88449E-05,6.63498E-05,4.73067E-05,5.03447E-05,4.27599E-05,6.46272E-05,5.4814E-05,3.5072E-05,5.2864E-05,5.20958E-05,5.60885E-05,8.79147E-05,6.55884E-05,6.37297E-05,3.97236E-05,4.31487E-05,7.99246E-05,6.84524E-05,
,6.15495E-05,6.64018E-05,6.18722E-05,0.000133987,6.07541E-05,7.63429E-05,6.26884E-05,5.50414E-05,7.65705E-05,6.24378E-05,6.16885E-05,4.84402E-05,3.78559E-05,6.71154E-05,5.97749E-05,7.03361E-05,6.14764E-05,2.80166E-05,6.72312E-05,4.85739E-05,6.04252E-05,6.68874E-05,4.83762E-05,4.30299E-05,4.82929E-05,7.14828E-05,5.25873E-05,4.63122E-05,4.25674E-05,6.39811E-05,7.61844E-05,4.84885E-05,5.89195E-05,4.91854E-05,6.46706E-05,7.88936E-05,5.97786E-05,6.3805E-05,4.76757E-05,4.55966E-05,7.32861E-05,5.43464E-05,
,5.93048E-05,6.09823E-05,5.41578E-05,6.07541E-05,9.87246E-05,6.95853E-05,5.92752E-05,4.49639E-05,8.46356E-05,5.71373E-05,6.43813E-05,4.09339E-05,2.93139E-05,5.40746E-05,6.39634E-05,6.91998E-05,5.52453E-05,1.62945E-05,6.69058E-05,3.25875E-05,5.51961E-05,5.67008E-05,5.28669E-05,2.8811E-05,3.45124E-05,6.32719E-05,4.51668E-05,3.88043E-05,3.27196E-05,5.06202E-05,5.17245E-05,3.92698E-05,4.85724E-05,3.78874E-05,5.54694E-05,7.69547E-05,5.34946E-05,6.0179E-05,3.39788E-05,3.54405E-05,7.38648E-05,5.78089E-05,
