,PORT VALUE,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ACXM,ADTN,AMZN,ATVI,BFO,BJZ,BKCC,BSMX,CCI,CTXS,DIOD,DLR,DTF,ENV,EQIX,FTNT,GCI,IQI,JHS,LEO,MAC,MDSO,MLNX,NATH,NVGS,NXQ,QGEN,RCII,RH,RHT,SBAC,SNPS,SSTK,STAG,SUI,TAL,USM,VMO,VNO,WDC,WRE,WWE,XOXO,
,0.000588368,-0.000270455,0.001586131,0.001356499,-4.21793E-05,-3.07896E-05,-0.000348376,-0.000371749,0.000434273,0.000628874,0.000407263,0.000698017,-1.36062E-05,0.000965197,0.000845087,0.001119676,-0.0002317,6.13897E-05,-3.74568E-05,-4.51875E-06,4.17555E-05,0.000861692,0.000763341,0.000709149,-0.000316374,0.000100081,0.000532086,-0.000308671,0.001190795,0.000962911,0.000737184,0.000768106,0.000375074,0.00030851,0.000639168,0.002668039,0.000119225,3.66599E-05,0.000211451,0.000414716,0.00019153,0.002034751,0.001013718,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ACXM,ADTN,AMZN,ATVI,BFO,BJZ,BKCC,BSMX,CCI,CTXS,DIOD,DLR,DTF,ENV,EQIX,FTNT,GCI,IQI,JHS,LEO,MAC,MDSO,MLNX,NATH,NVGS,NXQ,QGEN,RCII,RH,RHT,SBAC,SNPS,SSTK,STAG,SUI,TAL,USM,VMO,VNO,WDC,WRE,WWE,XOXO,
,0.000471624,8.2604E-05,9.44151E-05,0.000102338,1.40266E-06,5.59476E-06,5.53147E-05,0.000103265,5.06466E-05,8.81365E-05,0.000148611,4.65951E-05,1.44731E-06,0.000162211,6.27541E-05,0.000111728,0.000102062,1.16324E-06,3.70177E-06,2.14813E-06,6.46209E-05,0.000151122,9.40971E-05,5.32565E-05,8.44483E-05,3.46441E-07,8.83657E-05,0.000129318,0.000102331,9.84576E-05,7.11276E-05,8.89565E-05,0.000135455,7.41603E-05,4.7735E-05,0.000129283,6.68568E-05,3.46771E-06,6.07843E-05,0.000121302,6.68494E-05,0.000135269,0.000110294,
,8.2604E-05,0.000341011,5.86346E-05,6.65296E-05,6.80714E-07,5.0624E-06,3.9289E-05,6.95957E-05,2.47362E-05,6.82939E-05,0.000102274,3.02256E-05,2.30696E-06,9.11001E-05,4.45889E-05,8.27105E-05,7.48258E-05,8.31588E-06,5.96761E-06,6.88451E-06,3.96641E-05,9.31351E-05,8.92535E-05,4.23788E-05,3.62045E-05,4.68253E-06,5.33935E-05,8.75371E-05,8.64979E-05,7.28449E-05,3.27237E-05,5.87496E-05,9.73222E-05,4.95618E-05,3.32194E-05,2.92874E-05,5.70001E-05,5.75308E-06,4.18657E-05,7.79098E-05,4.62352E-05,7.60879E-05,8.18266E-05,
,9.44151E-05,5.86346E-05,0.000338836,0.000128567,1.31313E-06,6.76191E-06,3.65053E-05,8.85145E-05,4.60186E-05,9.63745E-05,8.22117E-05,5.85855E-05,4.64496E-06,0.000121513,8.14817E-05,0.000108,5.61522E-05,7.64217E-06,5.77541E-06,1.00731E-05,5.60621E-05,0.000116227,8.86043E-05,4.89181E-05,6.16975E-05,4.18992E-06,8.13287E-05,4.15534E-05,8.36467E-05,0.000105619,6.0761E-05,7.7365E-05,0.000123194,5.37568E-05,3.94415E-05,0.000101744,6.10874E-05,9.71386E-06,4.7168E-05,9.02652E-05,3.82277E-05,0.000105915,6.93488E-05,
,0.000102338,6.65296E-05,0.000128567,0.000339883,1.55055E-06,1.96365E-06,4.54485E-05,8.36098E-05,4.8046E-05,9.69085E-05,0.000117924,5.48977E-05,4.62647E-06,0.00011869,8.10846E-05,0.000104705,5.60181E-05,6.72895E-06,4.22744E-06,6.92731E-06,5.01654E-05,0.000108837,9.95834E-05,4.15087E-05,5.67437E-05,5.41734E-06,7.81869E-05,7.70042E-05,0.000100978,0.000108967,6.71177E-05,9.17282E-05,0.000120267,6.0585E-05,4.46943E-05,9.58924E-05,4.81291E-05,7.84681E-06,4.61096E-05,0.000110138,4.87157E-05,9.27175E-05,6.72115E-05,
,1.40266E-06,6.80714E-07,1.31313E-06,1.55055E-06,1.00875E-05,-8.82691E-08,5.61239E-07,3.3804E-06,6.72509E-07,2.79558E-06,3.16878E-06,2.44007E-06,2.42088E-06,1.42935E-06,-4.29534E-07,2.45022E-07,1.56043E-07,2.59557E-06,1.74236E-06,4.24687E-06,3.39765E-06,2.73034E-06,-2.93433E-06,8.83704E-07,9.55761E-07,2.8215E-06,1.5846E-06,-1.02461E-06,-1.87866E-06,7.76858E-07,1.79301E-06,4.33047E-07,2.31967E-06,2.27453E-06,1.48583E-06,8.80658E-07,2.07368E-06,3.27635E-06,2.34128E-06,3.7488E-06,1.4447E-06,2.72684E-06,-2.65394E-06,
