,PORT VALUE,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABBV,ABT,ADM,ADP,AFL,AOS,APD,BDX,BEN,CAH,CINF,CL,CLX,CTAS,CVX,DOV,ECL,ED,EMR,FRT,GD,GPC,GWW,HCP,HRL,ITW,JNJ,KMB,KO,LEG,LOW,MCD,MDT,MKC,MMM,NUE,PX,ROP,SYY,T,TROW,XOM,
,0.000727234,0.000502943,0.000299224,0.00066119,0.000355789,0.000974431,0.000511992,0.000728035,-0.000231986,0.000171658,0.000291724,0.000134172,0.000389132,0.001162984,6.99305E-05,0.000296756,0.000368553,0.000254945,0.000187969,0.000192731,0.000712849,0.000167943,0.000242453,-0.000317629,0.000549924,0.00058027,0.000270451,0.000131242,8.44444E-05,0.000338639,0.000723866,0.000451882,0.000428311,0.000365862,0.000476714,0.000401343,0.000280018,0.000650088,0.000581176,-4.10149E-05,0.000397676,-6.52895E-05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABBV,ABT,ADM,ADP,AFL,AOS,APD,BDX,BEN,CAH,CINF,CL,CLX,CTAS,CVX,DOV,ECL,ED,EMR,FRT,GD,GPC,GWW,HCP,HRL,ITW,JNJ,KMB,KO,LEG,LOW,MCD,MDT,MKC,MMM,NUE,PX,ROP,SYY,T,TROW,XOM,
,0.000298898,9.79677E-05,6.36031E-05,6.28901E-05,6.24777E-05,7.62492E-05,6.30135E-05,7.69335E-05,8.70283E-05,0.000101053,5.06995E-05,3.36873E-05,2.66086E-05,6.57476E-05,6.28823E-05,5.92855E-05,6.30246E-05,1.91297E-05,6.75358E-05,4.60886E-05,5.90473E-05,6.50815E-05,5.45613E-05,3.46973E-05,3.59286E-05,6.63308E-05,7.26725E-05,4.20365E-05,3.0024E-05,6.87715E-05,6.14899E-05,3.57679E-05,8.26111E-05,4.00478E-05,6.75406E-05,7.74214E-05,6.34293E-05,7.30091E-05,4.4023E-05,3.74227E-05,7.71138E-05,5.89901E-05,
,9.79677E-05,0.00015156,5.89777E-05,6.40089E-05,6.00842E-05,7.35335E-05,7.10267E-05,7.77412E-05,9.18737E-05,8.19391E-05,6.04169E-05,4.71695E-05,3.20427E-05,6.23074E-05,5.90392E-05,6.56949E-05,6.38844E-05,2.17907E-05,6.71405E-05,4.28699E-05,6.43762E-05,6.36567E-05,6.21921E-05,3.88242E-05,4.33159E-05,6.4828E-05,6.26869E-05,4.48682E-05,3.67474E-05,6.45394E-05,6.2762E-05,4.3016E-05,8.36663E-05,4.23715E-05,6.38412E-05,7.31104E-05,6.20012E-05,6.67946E-05,4.26844E-05,3.77701E-05,7.30811E-05,5.31375E-05,
,6.36031E-05,5.89777E-05,0.000202331,5.89081E-05,5.20156E-05,7.10122E-05,6.71574E-05,4.4626E-05,9.68151E-05,5.24066E-05,5.72055E-05,5.16667E-05,3.61993E-05,5.46573E-05,7.74082E-05,8.39545E-05,6.28308E-05,2.13687E-05,7.36594E-05,4.23638E-05,5.28975E-05,5.94603E-05,5.6144E-05,3.67546E-05,5.14459E-05,6.27358E-05,4.60234E-05,4.82149E-05,4.34915E-05,6.2451E-05,5.31618E-05,3.21941E-05,5.27737E-05,5.27658E-05,5.43162E-05,8.05586E-05,6.18489E-05,6.07126E-05,4.06281E-05,4.06153E-05,7.75359E-05,6.26956E-05,
,6.28901E-05,6.40089E-05,5.89081E-05,0.000124785,5.94386E-05,7.33263E-05,6.06937E-05,5.363E-05,7.59963E-05,6.26884E-05,5.85821E-05,4.63742E-05,3.62752E-05,6.3572E-05,5.62517E-05,6.8203E-05,5.91923E-05,2.62325E-05,6.49092E-05,4.53279E-05,5.91993E-05,6.49869E-05,4.86657E-05,3.85174E-05,4.76276E-05,6.78552E-05,5.01289E-05,4.38561E-05,4.08651E-05,6.32544E-05,7.09674E-05,4.43429E-05,5.5651E-05,4.64963E-05,6.16813E-05,7.38381E-05,5.69656E-05,6.18544E-05,4.49997E-05,4.33393E-05,7.20622E-05,5.22296E-05,
,6.24777E-05,6.00842E-05,5.20156E-05,5.94386E-05,9.91443E-05,6.88204E-05,5.74923E-05,4.4792E-05,8.52997E-05,5.89037E-05,6.24411E-05,4.03233E-05,2.91321E-05,5.3116E-05,5.92732E-05,6.8734E-05,5.61699E-05,1.62675E-05,6.58499E-05,3.27191E-05,5.56911E-05,5.76144E-05,5.53815E-05,2.58317E-05,3.70539E-05,6.25268E-05,4.41276E-05,3.78299E-05,3.27742E-05,5.29125E-05,5.20532E-05,3.63233E-05,4.85513E-05,3.85814E-05,5.48929E-05,7.42323E-05,5.20795E-05,6.01767E-05,3.35382E-05,3.50603E-05,7.31139E-05,5.46E-05,
