,PORT VALUE,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAPL,ABBV,ABT,ADP,AEO,AFL,AMD,AMZN,AOS,APD,AVGO,BDX,BEN,BMRN,BMY,CAH,CELG,CINF,CL,CMCSA,CVS,CVX,ETP,F,FCX,FOXA,GD,GE,GILD,GM,GOOG,GPC,HCP,IBM,INTC,IOVA,ITW,JPM,LMT,M,MA,MCHP,MCK,MDT,MMM,MSFT,MU,NAK,NFLX,NTDOY,NUE,NVDA,NWL,PEP,PFE,PX,PXD,QCOM,ROP,SLB,SYY,T,TJX,TROW,TSLA,UNH,V,VZ,WMT,XOM,
,0.000960902,0.000731149,0.000485048,0.0006684,0.0004396,0.000326997,0.001783022,0.001551627,0.000961297,0.000455919,0.001726367,0.00074038,-0.000217647,0.00061421,0.000312695,0.000101031,0.000271712,0.000303432,0.00011068,0.000415766,0.000121509,9.01854E-05,-0.000143869,-0.000249925,0.000192211,0.000523497,0.000696144,-0.000388284,0.000261162,0.000186325,0.000856763,0.000164318,-0.00027018,-0.000201139,0.000720187,0.002055246,0.000589553,0.00059003,0.000782936,2.79273E-05,0.001044687,0.000802194,0.000196192,0.000419483,0.000475716,0.001019768,0.001549171,0.000680551,0.002294246,0.001151655,0.000368141,0.002533201,0.000141666,0.000233775,0.00022285,0.000283958,0.000404153,3.3366E-05,0.000692686,-4.83297E-05,0.000600086,-3.518E-05,0.000570001,0.00043588,0.001131594,0.001059994,0.000900781,3.77723E-05,0.000143343,-3.7753E-05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAPL,ABBV,ABT,ADP,AEO,AFL,AMD,AMZN,AOS,APD,AVGO,BDX,BEN,BMRN,BMY,CAH,CELG,CINF,CL,CMCSA,CVS,CVX,ETP,F,FCX,FOXA,GD,GE,GILD,GM,GOOG,GPC,HCP,IBM,INTC,IOVA,ITW,JPM,LMT,M,MA,MCHP,MCK,MDT,MMM,MSFT,MU,NAK,NFLX,NTDOY,NUE,NVDA,NWL,PEP,PFE,PX,PXD,QCOM,ROP,SLB,SYY,T,TJX,TROW,TSLA,UNH,V,VZ,WMT,XOM,
,0.00020738,5.18239E-05,5.89582E-05,5.06906E-05,3.92637E-05,3.86277E-05,0.000105594,8.81603E-05,7.57373E-05,5.67642E-05,0.000132542,4.86822E-05,6.99919E-05,9.19606E-05,4.1896E-05,4.90491E-05,7.60293E-05,3.96706E-05,3.54786E-05,5.10872E-05,3.87772E-05,5.07828E-05,6.49756E-05,6.3139E-05,9.63197E-05,5.21831E-05,4.85033E-05,4.67806E-05,6.24682E-05,6.49783E-05,8.14502E-05,4.66117E-05,2.54569E-05,5.03816E-05,7.72312E-05,9.03445E-05,5.94397E-05,6.63847E-05,4.0493E-05,3.1757E-05,7.59689E-05,8.91913E-05,4.20881E-05,5.05484E-05,5.42033E-05,8.52311E-05,0.000128394,9.03216E-05,0.000100046,8.18491E-05,5.8257E-05,0.000107627,7.32783E-05,3.37763E-05,3.71898E-05,5.47364E-05,5.86739E-05,8.10223E-05,5.89861E-05,5.26984E-05,3.1818E-05,3.33571E-05,3.77907E-05,5.79729E-05,0.000100286,5.47287E-05,6.77176E-05,2.94481E-05,3.63873E-05,4.51766E-05,
,5.18239E-05,0.000298833,9.83867E-05,6.29709E-05,6.28749E-05,6.27568E-05,9.42457E-05,8.32932E-05,7.67801E-05,6.3079E-05,9.1836E-05,7.71758E-05,8.70484E-05,0.000165968,0.000102293,0.000100505,0.000151528,5.05158E-05,3.34715E-05,6.57303E-05,6.36998E-05,6.27617E-05,7.30052E-05,6.72027E-05,0.000132198,5.9116E-05,5.94271E-05,5.70736E-05,0.000119928,5.98182E-05,8.206E-05,6.50564E-05,3.44677E-05,5.74697E-05,8.16231E-05,0.000143555,6.58543E-05,7.91685E-05,5.98384E-05,7.40676E-05,8.17207E-05,7.94497E-05,0.000110629,8.27409E-05,6.77104E-05,8.38775E-05,0.000118042,3.25109E-05,0.000107822,2.40969E-05,7.73199E-05,8.34473E-05,7.24001E-05,3.37935E-05,8.63166E-05,6.35616E-05,7.33225E-05,8.12377E-05,7.3398E-05,5.59279E-05,4.35434E-05,3.74451E-05,5.24757E-05,7.67038E-05,0.000105849,7.91777E-05,7.32741E-05,4.23215E-05,4.03256E-05,5.91166E-05,
,5.89582E-05,9.83867E-05,0.000151442,6.44208E-05,5.54854E-05,6.04521E-05,9.8778E-05,6.77447E-05,7.36258E-05,7.0637E-05,8.38382E-05,7.80818E-05,9.20217E-05,0.000121834,7.43819E-05,8.173E-05,0.00010701,6.07829E-05,4.73103E-05,5.79112E-05,6.11018E-05,5.89069E-05,5.17609E-05,6.47752E-05,0.000124321,6.66352E-05,6.47698E-05,5.81661E-05,9.58872E-05,6.79565E-05,7.19604E-05,6.37477E-05,3.90565E-05,6.26712E-05,7.51969E-05,0.000104207,6.52808E-05,8.10959E-05,5.19392E-05,6.22592E-05,7.97774E-05,7.25485E-05,7.98562E-05,8.39406E-05,6.39116E-05,7.3998E-05,0.00010113,3.69838E-05,8.40684E-05,4.88111E-05,7.29548E-05,8.40599E-05,7.09265E-05,4.09179E-05,6.64584E-05,6.21393E-05,6.83224E-05,7.52007E-05,6.69709E-05,5.65198E-05,4.27524E-05,3.78087E-05,5.69918E-05,7.30888E-05,7.40664E-05,6.86795E-05,8.03036E-05,4.7199E-05,4.55953E-05,5.30647E-05,
,5.06906E-05,6.29709E-05,6.44208E-05,0.000125105,5.04228E-05,5.96405E-05,8.29985E-05,6.70884E-05,7.34828E-05,6.12832E-05,7.935E-05,5.3907E-05,7.59777E-05,8.00884E-05,5.19362E-05,6.23905E-05,7.35576E-05,5.87675E-05,4.65043E-05,6.24672E-05,5.06247E-05,5.60835E-05,4.68277E-05,6.35781E-05,9.08209E-05,6.84228E-05,5.95388E-05,5.42959E-05,6.67472E-05,6.47621E-05,6.69719E-05,6.51029E-05,3.85891E-05,5.64081E-05,7.46582E-05,6.72886E-05,6.76133E-05,7.15566E-05,4.92943E-05,6.07371E-05,7.50953E-05,7.70546E-05,5.61363E-05,5.59599E-05,6.19158E-05,7.48268E-05,9.46616E-05,8.3678E-06,7.45445E-05,5.66888E-05,7.4165E-05,7.83678E-05,6.49273E-05,4.50279E-05,4.8768E-05,5.70508E-05,5.41306E-05,6.61007E-05,6.19485E-05,4.87523E-05,4.49777E-05,4.35488E-05,5.70356E-05,7.21613E-05,6.83559E-05,5.9801E-05,6.89944E-05,5.03165E-05,4.14077E-05,5.2146E-05,
,3.92637E-05,6.28749E-05,5.54854E-05,5.04228E-05,0.000568997,4.77153E-05,8.57013E-05,6.02942E-05,7.0837E-05,4.41841E-05,5.84372E-05,3.36334E-05,8.22735E-05,7.91316E-05,4.44978E-05,6.37025E-05,7.16346E-05,4.91009E-05,1.91805E-05,5.28848E-05,5.00724E-05,6.06349E-05,4.50875E-05,8.80906E-05,0.000111737,6.93279E-05,3.47503E-05,5.22005E-05,5.13929E-05,8.54741E-05,5.76785E-05,7.62711E-05,2.11712E-05,4.23811E-05,6.22564E-05,0.000158351,5.2609E-05,7.4775E-05,3.52046E-05,0.000222505,5.19578E-05,6.05002E-05,5.98178E-05,3.11469E-05,3.45068E-05,4.07566E-05,9.28075E-05,3.85294E-05,6.98243E-05,4.03352E-05,9.82168E-05,8.52464E-05,5.13893E-05,1.58158E-05,4.34451E-05,3.98007E-05,7.68669E-05,4.3666E-05,5.21723E-05,5.14636E-05,3.71164E-05,3.73391E-05,0.000122026,7.59915E-05,9.78761E-05,4.89869E-05,4.86249E-05,3.27846E-05,6.45803E-05,4.05625E-05,
,3.86277E-05,6.27568E-05,6.04521E-05,5.96405E-05,4.77153E-05,9.90088E-05,6.90265E-05,5.90874E-05,6.86689E-05,5.84612E-05,5.99761E-05,4.50489E-05,8.54181E-05,6.5377E-05,4.69319E-05,5.91869E-05,6.62782E-05,6.28427E-05,4.04465E-05,5.52435E-05,4.61016E-05,5.93805E-05,5.75702E-05,6.4422E-05,0.000109878,5.99773E-05,5.57225E-05,5.34367E-05,5.74119E-05,6.44488E-05,5.28863E-05,5.78762E-05,2.61649E-05,5.52927E-05,5.92566E-05,7.1183E-05,6.267E-05,8.00142E-05,4.39224E-05,5.23533E-05,6.27734E-05,6.23906E-05,5.50956E-05,4.89132E-05,5.51182E-05,5.94571E-05,8.047E-05,2.40434E-05,6.10152E-05,4.99674E-05,7.49163E-05,6.12505E-05,5.8935E-05,3.39138E-05,5.03326E-05,5.19453E-05,7.93381E-05,5.40384E-05,6.03262E-05,5.98731E-05,3.4028E-05,3.52557E-05,4.8313E-05,7.41875E-05,5.91133E-05,5.21951E-05,5.88547E-05,4.02173E-05,3.2983E-05,5.45542E-05,
,0.000105594,9.42457E-05,9.8778E-05,8.29985E-05,8.57013E-05,6.90265E-05,0.001379038,0.000119483,0.000126328,8.21886E-05,0.000180945,8.46126E-05,0.000141424,0.000179771,6.06744E-05,8.04479E-05,0.000110594,6.93023E-05,5.01567E-05,7.33296E-05,4.42218E-05,9.86627E-05,0.000140419,0.00011887,0.00028642,7.72585E-05,6.71656E-05,8.31423E-05,8.81654E-05,0.00012391,6.28147E-05,7.36462E-05,7.06685E-05,9.79235E-05,0.000152842,0.000162406,8.34112E-05,0.000112287,5.33255E-05,5.29121E-05,0.000121435,0.00020903,5.54651E-05,7.97316E-05,7.5069E-05,9.34657E-05,0.000354737,0.000252074,0.000177384,5.09585E-05,0.000134021,0.000319707,0.000113072,4.27351E-05,6.45666E-05,8.38997E-05,0.000133867,0.000141671,9.4311E-05,0.000104006,4.36261E-05,4.7423E-05,5.01443E-05,9.8041E-05,0.000228243,8.39363E-05,0.000108521,4.77105E-05,3.65122E-05,7.24661E-05,
,8.81603E-05,8.32932E-05,6.77447E-05,6.70884E-05,6.02942E-05,5.90874E-05,0.000119483,0.000338917,9.24521E-05,6.02162E-05,0.000121713,6.23295E-05,8.08092E-05,0.000111276,5.47865E-05,5.94025E-05,9.18211E-05,4.49908E-05,4.15798E-05,5.89612E-05,4.08917E-05,5.75292E-05,7.5133E-05,7.51213E-05,9.80917E-05,7.63086E-05,5.67165E-05,5.34595E-05,7.81217E-05,6.99078E-05,0.000151472,5.35777E-05,3.27471E-05,5.55821E-05,8.62424E-05,0.000114987,6.9519E-05,7.52226E-05,4.27728E-05,2.70276E-05,0.000115063,9.48275E-05,6.53219E-05,6.07245E-05,5.93647E-05,0.000118906,0.000121001,9.44973E-05,0.000186337,7.01855E-05,6.83646E-05,0.000121947,9.23605E-05,3.92E-05,4.77159E-05,5.45256E-05,9.88008E-05,6.98855E-05,7.86298E-05,6.1687E-05,4.10378E-05,3.08269E-05,5.04212E-05,7.70565E-05,0.00016178,6.49326E-05,0.000106399,3.38695E-05,3.27919E-05,4.92386E-05,
,7.57373E-05,7.67801E-05,7.36258E-05,7.34828E-05,7.0837E-05,6.86689E-05,0.000126328,9.24521E-05,0.000193894,8.03944E-05,0.000117447,6.23571E-05,0.000105285,0.000111713,5.77282E-05,7.0052E-05,9.30042E-05,6.68178E-05,4.21228E-05,6.26667E-05,6.08499E-05,7.26168E-05,8.48462E-05,9.02193E-05,0.000144321,7.02215E-05,7.70163E-05,7.32339E-05,7.23773E-05,9.05163E-05,7.97974E-05,7.65074E-05,2.76679E-05,6.24318E-05,7.83181E-05,7.60982E-05,9.13648E-05,9.25362E-05,5.5698E-05,6.64498E-05,8.80822E-05,0.000101567,6.54754E-05,6.08792E-05,7.64003E-05,8.12877E-05,0.000136139,6.93095E-05,0.000105943,8.51748E-05,0.000110833,0.000107035,8.7882E-05,3.53213E-05,5.3878E-05,7.63997E-05,9.04434E-05,7.9309E-05,9.0464E-05,7.44368E-05,4.16352E-05,3.99169E-05,6.08043E-05,9.49025E-05,0.000101806,6.41213E-05,8.27682E-05,4.27609E-05,3.64029E-05,6.25029E-05,
,5.67642E-05,6.3079E-05,7.0637E-05,6.12832E-05,4.41841E-05,5.84612E-05,8.21886E-05,6.02162E-05,8.03944E-05,0.000145214,8.40031E-05,5.25583E-05,9.27959E-05,8.69493E-05,5.34466E-05,5.84535E-05,7.43607E-05,6.03552E-05,4.90937E-05,5.64813E-05,4.9612E-05,6.8393E-05,8.43664E-05,7.36935E-05,0.000139223,5.89187E-05,6.64349E-05,6.33327E-05,6.53424E-05,7.15548E-05,6.5278E-05,6.59142E-05,3.00596E-05,5.97189E-05,6.66285E-05,7.29495E-05,7.3522E-05,8.08403E-05,4.94086E-05,6.13317E-05,8.05331E-05,7.62473E-05,4.85508E-05,6.07125E-05,6.27148E-05,7.03629E-05,0.000115202,5.18723E-05,8.06417E-05,6.25853E-05,9.54403E-05,7.95137E-05,7.28724E-05,3.79139E-05,4.56169E-05,8.63774E-05,9.18139E-05,6.60393E-05,6.99993E-05,7.29006E-05,4.82421E-05,3.91595E-05,5.18359E-05,7.82174E-05,8.07172E-05,6.2381E-05,7.26342E-05,4.0132E-05,3.44273E-05,6.26169E-05,
,0.000132542,9.1836E-05,8.38382E-05,7.935E-05,5.84372E-05,5.99761E-05,0.000180945,0.000121713,0.000117447,8.40031E-05,0.000402544,7.45173E-05,0.000111005,0.000159993,5.60928E-05,7.69915E-05,0.000119001,5.70893E-05,4.18544E-05,7.27571E-05,5.45809E-05,6.47903E-05,8.3742E-05,9.50681E-05,0.00017634,7.77793E-05,7.76543E-05,7.56346E-05,9.30962E-05,0.000109596,0.000112042,6.96551E-05,2.55217E-05,7.04426E-05,0.000132256,0.00017882,9.38988E-05,9.48187E-05,5.09557E-05,4.45391E-05,0.00011333,0.000186074,7.36538E-05,8.06806E-05,8.29394E-05,0.000115216,0.000241069,7.90662E-05,0.000152409,0.000105538,0.000101947,0.000193709,0.000114531,4.16086E-05,5.78885E-05,8.1164E-05,9.26622E-05,0.000133655,8.59133E-05,6.89776E-05,4.26596E-05,3.63594E-05,4.95991E-05,9.09025E-05,0.000172771,7.83747E-05,0.000104506,3.9708E-05,3.99637E-05,5.93357E-05,
