,PORT VALUE,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAPL,ABBV,ABT,ADM,ADP,AEO,AFL,AMD,AMZN,AOS,APD,AVGO,BDX,BEN,BMRN,BMY,CAH,CELG,CINF,CL,CLX,CMCSA,CTAS,CVS,CVX,DOV,ECL,ED,EMR,ETP,F,FCX,FOXA,FRT,GD,GE,GILD,GM,GOOG,GPC,GWW,HCP,HRL,IBM,INTC,IOVA,ITW,JNJ,JPM,KMB,KO,LEG,LMT,LOW,M,MA,MCD,MCHP,MCK,MDT,MKC,MMM,MSFT,MU,NAK,NFLX,NTDOY,NUE,NVDA,NWL,PEP,PFE,PX,PXD,QCOM,ROP,SLB,SYY,T,TJX,TROW,TSLA,TWTR,UNH,V,VZ,WMT,XOM,
,0.000837781,0.000690168,0.000502945,0.000155404,0.000721721,0.001073925,0.000368179,0.002007113,0.001824928,0.000955435,0.000414162,0.001436713,0.000767233,-0.000414388,0.000750947,0.000247051,-0.000144629,0.000222282,0.000367722,2.47069E-05,0.000456338,0.000314771,0.001145359,-5.47386E-05,0.000110204,0.000153019,0.000314248,0.000410113,0.000129543,-0.000574424,-0.000230325,5.44381E-06,0.000472219,0.00011863,0.000538843,-0.000535761,3.16796E-06,0.000307729,0.000807576,0.000146776,0.000315855,-0.000273884,0.000525841,-0.00020134,0.000727368,0.001489546,0.000525825,0.000226659,0.000727707,4.56442E-05,9.64566E-05,0.000361182,0.000635778,0.000823285,-0.000120575,0.001005072,0.00046219,0.000779185,-0.000140846,0.000427091,0.000528904,0.00037659,0.000964143,0.001063014,0.001609464,0.002235134,0.001474563,0.000340793,0.002788426,7.99337E-05,0.000262161,0.000257205,0.000238895,0.000162056,-0.00018303,0.000705633,-0.000287149,0.000666161,-3.28876E-05,0.000582315,0.000432912,0.000848668,0.000861296,0.001191631,0.000974221,8.8962E-05,0.000198029,-0.000141126,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAPL,ABBV,ABT,ADM,ADP,AEO,AFL,AMD,AMZN,AOS,APD,AVGO,BDX,BEN,BMRN,BMY,CAH,CELG,CINF,CL,CLX,CMCSA,CTAS,CVS,CVX,DOV,ECL,ED,EMR,ETP,F,FCX,FOXA,FRT,GD,GE,GILD,GM,GOOG,GPC,GWW,HCP,HRL,IBM,INTC,IOVA,ITW,JNJ,JPM,KMB,KO,LEG,LMT,LOW,M,MA,MCD,MCHP,MCK,MDT,MKC,MMM,MSFT,MU,NAK,NFLX,NTDOY,NUE,NVDA,NWL,PEP,PFE,PX,PXD,QCOM,ROP,SLB,SYY,T,TJX,TROW,TSLA,TWTR,UNH,V,VZ,WMT,XOM,
,0.000201999,5.96631E-05,6.78354E-05,5.29261E-05,5.88998E-05,4.27089E-05,4.50131E-05,0.000118811,9.79847E-05,8.0745E-05,6.36118E-05,0.000150471,5.46282E-05,8.01329E-05,9.41067E-05,4.90536E-05,5.79329E-05,8.66781E-05,4.47447E-05,4.04954E-05,3.45045E-05,6.10892E-05,5.57678E-05,4.56873E-05,5.91072E-05,7.05611E-05,6.11811E-05,9.74341E-06,7.06601E-05,7.40014E-05,6.87974E-05,0.000112286,5.95036E-05,3.59537E-05,5.67784E-05,5.10394E-05,6.71226E-05,6.97165E-05,9.1932E-05,5.17732E-05,5.18876E-05,3.11737E-05,4.6455E-05,5.88035E-05,8.98445E-05,0.00010773,6.83833E-05,4.41636E-05,7.67278E-05,3.84598E-05,3.23271E-05,5.90277E-05,4.63556E-05,5.84697E-05,3.64283E-05,8.73709E-05,4.81914E-05,0.000103717,5.07611E-05,5.72377E-05,4.29834E-05,6.11616E-05,0.000100169,0.00014052,9.15025E-05,0.000114835,9.19183E-05,7.12089E-05,0.000122017,8.26001E-05,3.97017E-05,4.30117E-05,6.43504E-05,6.32285E-05,9.08045E-05,6.71589E-05,5.88796E-05,3.60752E-05,3.70257E-05,4.41124E-05,6.83095E-05,0.000106983,9.04786E-05,6.29588E-05,7.97464E-05,3.34878E-05,4.04069E-05,5.51364E-05,
,5.96631E-05,0.000313754,0.000103016,6.44493E-05,6.15495E-05,5.96197E-05,5.93048E-05,9.6877E-05,8.23967E-05,7.86851E-05,6.28568E-05,9.13275E-05,7.88931E-05,8.66163E-05,0.000169567,0.000103396,0.000101948,0.000159545,5.01821E-05,3.10258E-05,2.49302E-05,6.34937E-05,6.75981E-05,6.4716E-05,6.73933E-05,5.67003E-05,6.20972E-05,1.82158E-05,6.80449E-05,8.25023E-05,6.87131E-05,0.000143616,5.71636E-05,4.66012E-05,5.77147E-05,5.53786E-05,0.000120637,5.7661E-05,8.35214E-05,6.32997E-05,5.00248E-05,3.55428E-05,3.0886E-05,6.10216E-05,8.5843E-05,0.000162111,6.59066E-05,7.45709E-05,8.04588E-05,4.18853E-05,2.951E-05,6.77975E-05,6.03034E-05,6.53889E-05,7.52298E-05,8.03544E-05,3.89535E-05,8.17751E-05,0.00011872,8.77296E-05,3.92528E-05,6.81609E-05,8.49736E-05,0.000118397,1.6341E-05,0.000109411,3.06594E-05,7.75119E-05,8.99426E-05,7.17356E-05,3.10051E-05,8.97247E-05,6.43406E-05,6.89675E-05,8.2888E-05,7.24485E-05,5.59518E-05,4.38822E-05,3.5748E-05,5.10547E-05,7.40654E-05,9.53935E-05,9.85205E-05,8.54856E-05,7.2022E-05,3.9992E-05,4.10203E-05,6.27428E-05,
,6.78354E-05,0.000103016,0.000158126,6.0823E-05,6.64018E-05,5.30654E-05,6.09823E-05,0.00010582,6.90251E-05,8.0169E-05,7.40098E-05,9.22673E-05,8.2644E-05,9.55286E-05,0.000129094,7.35313E-05,8.51026E-05,0.000116027,6.37135E-05,4.77834E-05,3.30596E-05,6.07183E-05,6.68786E-05,6.476E-05,6.28859E-05,7.03731E-05,6.56881E-05,2.08104E-05,7.18042E-05,5.84398E-05,6.8581E-05,0.000139526,7.00782E-05,4.32726E-05,6.85588E-05,5.93092E-05,9.73443E-05,6.94127E-05,7.50615E-05,6.57484E-05,6.41854E-05,4.0558E-05,4.19781E-05,6.84021E-05,8.21668E-05,0.000119332,6.91998E-05,6.56304E-05,8.57166E-05,4.57444E-05,3.73319E-05,6.6849E-05,5.14818E-05,6.6242E-05,6.3355E-05,8.3873E-05,4.69861E-05,7.92507E-05,8.54908E-05,8.97284E-05,4.38363E-05,6.68789E-05,8.17025E-05,0.000112108,3.50969E-05,9.19978E-05,4.93069E-05,7.68963E-05,9.22555E-05,7.38695E-05,4.14573E-05,6.89238E-05,6.52209E-05,6.90948E-05,8.32389E-05,7.13816E-05,6.01849E-05,4.52427E-05,3.84488E-05,5.73444E-05,7.47866E-05,8.27886E-05,6.76916E-05,7.66315E-05,8.32473E-05,4.77187E-05,4.73874E-05,5.62247E-05,
,5.29261E-05,6.44493E-05,6.0823E-05,0.000209297,6.18722E-05,4.24847E-05,5.41578E-05,0.00014323,6.13212E-05,7.68157E-05,6.99779E-05,7.83648E-05,4.62896E-05,0.000102576,8.12382E-05,4.69286E-05,5.4375E-05,8.26311E-05,5.80224E-05,5.28634E-05,3.60609E-05,5.59621E-05,5.80506E-05,5.87021E-05,8.47322E-05,8.99052E-05,6.79914E-05,2.18413E-05,7.78153E-05,9.51549E-05,7.73218E-05,0.000184399,5.60556E-05,4.32873E-05,5.3592E-05,6.30834E-05,7.39409E-05,6.87401E-05,5.04442E-05,6.15957E-05,5.78385E-05,4.17039E-05,4.88449E-05,5.97689E-05,7.06449E-05,9.61694E-05,6.63498E-05,4.73067E-05,8.17263E-05,5.03447E-05,4.27599E-05,6.46272E-05,3.51986E-05,5.4814E-05,6.08113E-05,6.33965E-05,3.5072E-05,7.41543E-05,5.78552E-05,5.2864E-05,5.20958E-05,5.60885E-05,6.81589E-05,0.000114059,0.000106813,8.06686E-05,6.32963E-05,8.79147E-05,4.62861E-05,9.03909E-05,4.67727E-05,4.51019E-05,6.55884E-05,8.67505E-05,7.08191E-05,6.37297E-05,8.83457E-05,3.97236E-05,4.31487E-05,4.48191E-05,7.99246E-05,8.50846E-05,5.79201E-05,5.28217E-05,5.84009E-05,4.82814E-05,4.04147E-05,6.84524E-05,
,5.88998E-05,6.15495E-05,6.64018E-05,6.18722E-05,0.000133987,4.92004E-05,6.07541E-05,8.88631E-05,6.36503E-05,7.63429E-05,6.26884E-05,8.33874E-05,5.50414E-05,7.65705E-05,7.65549E-05,4.97365E-05,6.24378E-05,7.51722E-05,6.16885E-05,4.84402E-05,3.78559E-05,6.596E-05,6.71154E-05,5.26015E-05,5.97749E-05,7.03361E-05,6.14764E-05,2.80166E-05,6.72312E-05,5.304E-05,6.75701E-05,9.89981E-05,7.01083E-05,4.85739E-05,6.04252E-05,5.64353E-05,6.624E-05,6.74825E-05,6.90567E-05,6.68874E-05,4.83762E-05,4.30299E-05,4.82929E-05,6.07028E-05,8.12587E-05,7.61152E-05,7.14828E-05,5.25873E-05,7.54606E-05,4.63122E-05,4.25674E-05,6.39811E-05,4.98438E-05,7.61844E-05,6.3841E-05,7.64525E-05,4.84885E-05,8.05966E-05,5.74926E-05,5.89195E-05,4.91854E-05,6.46706E-05,8.26985E-05,9.94099E-05,-4.82811E-06,7.74411E-05,6.34045E-05,7.88936E-05,8.52084E-05,6.73222E-05,4.74729E-05,5.0445E-05,5.97786E-05,5.26058E-05,7.11311E-05,6.3805E-05,5.00439E-05,4.76757E-05,4.55966E-05,5.89687E-05,7.32861E-05,6.36821E-05,3.70118E-05,6.33623E-05,7.20663E-05,5.38253E-05,4.39442E-05,5.43464E-05,
