,PORT VALUE,10090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ANET,AUDC,AZPN,BC,BCOR,BMS,BNCL,CAMP,CBPO,CCMP,EDR,ELS,ENTA,ESS,GOOG,HLF,HQH,IAC,MGPI,NTCT,NTES,NVDA,O,PLAB,PMX,PRGS,SRC,STMP,UTMD,VRSN,XRX,
,0.001290627,0.000273291,0.002435197,0.00164336,0.004996873,-0.000802612,0.000764453,0.000207026,0.002367593,0.001315847,0.00300892,0.000952282,0.004738476,0.000426356,0.000948322,0.002694833,-0.000100427,0.000640803,0.001106611,0.001624856,-0.001251064,0.000354138,0.001055558,0.001370177,0.000644082,-0.001451474,0.001828524,0.003883484,0.001014921,0.002541502,-0.001893484,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ANET,AUDC,AZPN,BC,BCOR,BMS,BNCL,CAMP,CBPO,CCMP,EDR,ELS,ENTA,ESS,GOOG,HLF,HQH,IAC,MGPI,NTCT,NTES,NVDA,O,PLAB,PMX,PRGS,SRC,STMP,UTMD,VRSN,XRX,
,0.000724057,6.46605E-05,0.000119016,0.00010419,0.000136837,5.66985E-05,4.55004E-05,0.000128049,2.99696E-05,0.000223099,5.60221E-05,2.59086E-05,0.000181957,5.20872E-05,0.000202426,7.23012E-05,0.000114644,0.000206813,0.000101327,0.00013726,0.000215769,0.000338492,1.49351E-05,0.000207342,2.14501E-06,0.000142719,5.11002E-05,0.000275397,0.000119179,0.00013036,0.000131456,
,6.46605E-05,0.000269298,3.64194E-05,5.06639E-05,5.44351E-05,3.97688E-05,4.24763E-05,2.1913E-06,7.10133E-06,6.60491E-05,-2.73044E-06,3.3047E-06,2.51553E-05,2.56174E-05,3.39304E-05,7.90093E-06,5.17442E-05,3.55496E-05,-7.6526E-06,5.66797E-05,4.39107E-05,0.000105317,6.05792E-06,9.71086E-05,-1.46041E-06,1.46811E-05,2.65443E-05,2.77637E-05,5.81378E-06,1.04524E-05,3.17762E-05,
,0.000119016,3.64194E-05,0.000184569,8.51707E-05,0.00014975,5.86394E-05,4.28628E-05,0.000102458,3.4296E-05,0.000182093,2.55526E-05,1.19962E-05,8.39966E-05,2.75724E-05,0.000130246,5.58192E-05,7.69104E-05,0.000119299,5.31685E-05,7.16866E-05,7.32577E-05,0.000190399,3.30036E-05,9.76591E-05,-5.65205E-06,0.000128036,1.97794E-05,0.00011713,7.52567E-05,0.000106431,7.32385E-05,
,0.00010419,5.06639E-05,8.51707E-05,0.000236934,9.3079E-05,4.63463E-05,5.89772E-05,0.000111422,-7.05848E-06,0.000159167,4.78863E-05,1.79849E-05,0.000132014,5.14838E-05,0.000102066,3.76857E-05,9.71262E-05,9.51812E-05,-7.85546E-06,5.31E-05,9.54104E-05,0.000132116,2.34752E-05,0.00013218,-1.51461E-06,7.94075E-05,1.19591E-05,0.000111226,6.69528E-05,0.000100046,0.00011551,
,0.000136837,5.44351E-05,0.00014975,9.3079E-05,0.000871597,7.16514E-05,9.43853E-05,0.00010912,0.000182393,0.000174889,4.79717E-05,-4.88431E-08,-0.000112639,5.31669E-05,0.0002014,1.38259E-05,0.000116475,0.00013144,0.000149469,6.58618E-05,9.19738E-05,0.000219524,4.40455E-05,0.000109081,-4.49044E-06,8.85479E-05,1.54731E-05,0.000190025,0.000172692,0.00010839,0.000122263,
,5.66985E-05,3.97688E-05,5.86394E-05,4.63463E-05,7.16514E-05,9.07264E-05,3.5319E-05,4.785E-05,1.56902E-05,8.56425E-05,2.19897E-05,1.86643E-05,3.86959E-05,3.87402E-05,7.43171E-05,3.64581E-06,6.23012E-05,3.85089E-05,-1.07099E-05,3.25499E-05,6.33775E-05,8.97896E-05,2.8209E-05,8.27729E-05,-5.79579E-07,3.02562E-05,1.10779E-05,8.10954E-05,3.17334E-05,3.95558E-05,5.71297E-05,
,4.55004E-05,4.24763E-05,4.28628E-05,5.89772E-05,9.43853E-05,3.5319E-05,0.00012842,7.88161E-05,6.65454E-05,7.06822E-05,2.10809E-05,5.24717E-06,6.06339E-05,2.13329E-05,6.03323E-05,-6.93348E-06,5.89878E-05,4.40268E-05,5.33717E-05,3.79668E-05,2.37578E-05,7.47928E-05,1.16355E-05,0.000113279,8.31567E-06,6.27225E-05,1.30669E-05,6.73428E-05,9.74496E-05,3.10011E-05,5.25358E-05,
,0.000128049,2.1913E-06,0.000102458,0.000111422,0.00010912,4.785E-05,7.88161E-05,0.000488656,-2.17615E-05,0.000170583,1.57674E-05,-1.57078E-05,0.000101489,2.76864E-06,0.000128255,2.13671E-05,7.60408E-05,0.000150034,5.35491E-05,0.000129853,8.37083E-05,0.000163609,-2.88581E-05,0.000117277,4.61467E-06,0.000295145,-3.03768E-05,6.37026E-05,0.000106329,0.000126745,1.53392E-05,
,2.99696E-05,7.10133E-06,3.4296E-05,-7.05848E-06,0.000182393,1.56902E-05,6.65454E-05,-2.17615E-05,0.000963817,0.000101814,2.98033E-05,3.78449E-05,-6.72846E-05,7.17073E-05,0.000160694,6.17187E-05,8.32195E-05,0.000114684,0.000129425,-3.43969E-06,0.000123555,0.00015351,3.75182E-05,0.000119101,8.35657E-07,8.91659E-05,1.83527E-06,0.000110405,0.00019542,0.000116639,3.61424E-05,
,0.000223099,6.60491E-05,0.000182093,0.000159167,0.000174889,8.56425E-05,7.06822E-05,0.000170583,0.000101814,0.000386061,5.48136E-05,3.40593E-05,0.000188958,7.28652E-05,0.000199106,6.45207E-05,0.000134568,0.000120083,4.24941E-05,7.9757E-05,0.000143646,0.000323627,5.47531E-05,0.00028738,-1.05389E-05,0.000122313,2.13318E-05,0.000146295,8.88551E-05,0.000160687,9.05857E-05,
,5.60221E-05,-2.73044E-06,2.55526E-05,4.78863E-05,4.79717E-05,2.19897E-05,2.10809E-05,1.57674E-05,2.98033E-05,5.48136E-05,0.000144051,5.5203E-05,-1.38464E-05,6.87238E-05,3.7667E-05,1.93726E-05,3.42069E-05,-1.50698E-05,3.25696E-05,2.24515E-05,6.47896E-05,3.94433E-05,7.29207E-05,3.05301E-05,6.70197E-06,4.43555E-05,2.15427E-05,7.43344E-05,3.95877E-05,2.06342E-05,4.5317E-05,
,2.59086E-05,3.3047E-06,1.19962E-05,1.79849E-05,-4.88431E-08,1.86643E-05,5.24717E-06,-1.57078E-05,3.78449E-05,3.40593E-05,5.5203E-05,5.65243E-05,1.20881E-05,6.12951E-05,2.50449E-05,6.67648E-06,2.46429E-05,4.93121E-06,1.43768E-06,2.41826E-06,3.62756E-05,4.72824E-05,5.33112E-05,2.66609E-05,3.98767E-06,8.46865E-06,1.76638E-05,5.18003E-05,1.48862E-05,1.27659E-05,2.44508E-05,
,0.000181957,2.51553E-05,8.39966E-05,0.000132014,-0.000112639,3.86959E-05,6.06339E-05,0.000101489,-6.72846E-05,0.000188958,-1.38464E-05,1.20881E-05,0.000676007,2.38396E-05,0.000130709,4.84905E-05,0.000118808,6.5367E-05,-2.48878E-05,8.31136E-05,0.000161457,0.000202201,-2.97043E-07,0.000135825,-1.25169E-05,8.43271E-05,3.08981E-05,8.00293E-05,8.10896E-05,0.000101367,6.08936E-05,
