,PORT VALUE,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAPL,ABBV,ABT,ADM,ADP,AEO,AFL,AMD,AMZN,AOS,APD,AVGO,BDX,BEN,BMRN,BMY,CAH,CELG,CINF,CL,CLX,CMCSA,CTAS,CVS,CVX,DOV,ECL,ED,EMR,ETP,F,FCX,FOXA,FRT,GD,GE,GILD,GM,GOOG,GPC,GWW,HCP,HRL,IBM,INTC,IOVA,ITW,JNJ,JPM,KMB,KO,LEG,LMT,LOW,M,MA,MCD,MCHP,MCK,MDT,MKC,MMM,MSFT,MU,NAK,NFLX,NTDOY,NUE,NVDA,NWL,PEP,PFE,PX,PXD,QCOM,ROP,SLB,SYY,T,TJX,TROW,TSLA,UNH,V,VZ,WMT,XOM,
,0.00101431,0.000738264,0.000482621,0.000293503,0.000659325,0.000448092,0.000353892,0.001805212,0.001548279,0.00096553,0.000488587,0.001719766,0.000723147,-0.000231392,0.000586947,0.000273892,0.000173603,0.000298779,0.000292738,0.000133511,0.000393641,0.000377231,0.0011569,0.000188495,8.07298E-05,0.000285643,0.000365823,0.000255902,0.000186852,-0.000141265,-0.000216844,0.000140114,0.000485986,0.000182376,0.00070555,-0.000370425,0.000279253,0.000204104,0.000835872,0.000165602,0.000255047,-0.000314539,0.000542394,-0.000205149,0.000727612,0.002747599,0.000606778,0.000266728,0.000571455,0.000129332,7.85492E-05,0.000334372,0.000798068,0.000713232,3.18314E-05,0.001033327,0.000443764,0.000784809,0.000300715,0.000417744,0.000363441,0.0004701,0.001006563,0.001478426,0.000624155,0.002279613,0.001079238,0.000381896,0.002528369,0.000137822,0.000221158,0.00022657,0.000288547,0.000421478,5.04842E-05,0.000645606,-7.41008E-05,0.000586476,-4.26555E-05,0.00056117,0.00038643,0.001207796,0.001071595,0.00091104,4.25536E-05,0.000150467,-5.75466E-05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAPL,ABBV,ABT,ADM,ADP,AEO,AFL,AMD,AMZN,AOS,APD,AVGO,BDX,BEN,BMRN,BMY,CAH,CELG,CINF,CL,CLX,CMCSA,CTAS,CVS,CVX,DOV,ECL,ED,EMR,ETP,F,FCX,FOXA,FRT,GD,GE,GILD,GM,GOOG,GPC,GWW,HCP,HRL,IBM,INTC,IOVA,ITW,JNJ,JPM,KMB,KO,LEG,LMT,LOW,M,MA,MCD,MCHP,MCK,MDT,MKC,MMM,MSFT,MU,NAK,NFLX,NTDOY,NUE,NVDA,NWL,PEP,PFE,PX,PXD,QCOM,ROP,SLB,SYY,T,TJX,TROW,TSLA,UNH,V,VZ,WMT,XOM,
,0.000209263,5.10831E-05,5.84865E-05,4.25321E-05,5.0276E-05,3.90071E-05,3.93663E-05,0.000104519,8.72758E-05,7.6509E-05,5.62292E-05,0.000131341,4.82142E-05,6.95472E-05,9.15635E-05,4.11342E-05,4.88614E-05,7.60821E-05,3.87776E-05,3.53288E-05,2.84801E-05,5.06891E-05,4.8759E-05,3.87568E-05,5.03269E-05,6.34004E-05,5.11501E-05,8.11485E-06,6.23443E-05,6.46161E-05,6.42184E-05,9.48177E-05,5.13986E-05,3.1054E-05,4.87544E-05,4.6575E-05,6.26124E-05,6.51784E-05,8.11824E-05,4.62155E-05,4.61158E-05,2.40846E-05,4.08874E-05,5.04314E-05,7.72987E-05,9.38286E-05,5.91815E-05,3.85788E-05,6.59669E-05,3.15225E-05,2.66997E-05,5.21941E-05,4.07412E-05,5.50718E-05,3.12266E-05,7.50605E-05,4.03007E-05,8.8273E-05,4.25069E-05,4.99592E-05,3.67166E-05,5.38737E-05,8.51829E-05,0.000125867,8.88406E-05,9.79731E-05,8.1263E-05,5.74384E-05,0.000107014,7.28031E-05,3.34299E-05,3.69891E-05,5.50262E-05,5.82429E-05,8.00129E-05,5.83554E-05,5.21844E-05,3.05545E-05,3.28593E-05,3.73432E-05,5.55083E-05,0.000100163,5.46128E-05,6.67705E-05,2.93412E-05,3.62722E-05,4.49839E-05,
,5.10831E-05,0.00029871,9.82681E-05,6.3727E-05,6.2785E-05,6.24878E-05,6.23927E-05,9.43065E-05,8.33076E-05,7.62825E-05,6.33611E-05,9.18637E-05,7.69132E-05,8.69402E-05,0.000165577,0.000102006,0.000100974,0.000151676,5.05887E-05,3.36418E-05,2.64949E-05,6.5197E-05,6.57452E-05,6.41654E-05,6.28824E-05,5.94465E-05,6.3082E-05,1.91748E-05,6.75301E-05,7.29954E-05,6.66491E-05,0.000132603,5.9035E-05,4.62657E-05,5.90262E-05,5.71745E-05,0.00011966,5.93124E-05,8.15741E-05,6.50629E-05,5.43738E-05,3.46297E-05,3.59682E-05,5.7091E-05,8.134E-05,0.000146354,6.597E-05,7.26908E-05,7.87289E-05,4.2097E-05,3.00673E-05,6.88411E-05,5.9594E-05,6.16E-05,7.39675E-05,8.16183E-05,3.56819E-05,7.92694E-05,0.000111368,8.2627E-05,4.00464E-05,6.7592E-05,8.3389E-05,0.000117633,3.27939E-05,0.000108087,2.31845E-05,7.75556E-05,8.30136E-05,7.23499E-05,3.37566E-05,8.62339E-05,6.3413E-05,7.38021E-05,8.15746E-05,7.29854E-05,5.5829E-05,4.39355E-05,3.74949E-05,5.23585E-05,7.70708E-05,0.000106502,7.9127E-05,7.34619E-05,4.21868E-05,4.0418E-05,5.90197E-05,
,5.84865E-05,9.82681E-05,0.000151094,5.87715E-05,6.42105E-05,5.48295E-05,6.02489E-05,9.84232E-05,6.75303E-05,7.35126E-05,7.04886E-05,8.37881E-05,7.77986E-05,9.20336E-05,0.0001218,7.41587E-05,8.20771E-05,0.000107158,6.06167E-05,4.72561E-05,3.22335E-05,5.7621E-05,6.2338E-05,6.15724E-05,5.89916E-05,6.54444E-05,6.37895E-05,2.17036E-05,6.71557E-05,5.17488E-05,6.44972E-05,0.00012467,6.64884E-05,4.25899E-05,6.44472E-05,5.81831E-05,9.55207E-05,6.75187E-05,7.16591E-05,6.37024E-05,6.24833E-05,3.89404E-05,4.32719E-05,6.22992E-05,7.49463E-05,0.00010306,6.53804E-05,6.26661E-05,8.06874E-05,4.47649E-05,3.66959E-05,6.44296E-05,5.1756E-05,6.25984E-05,6.19387E-05,7.94627E-05,4.32055E-05,7.23691E-05,8.04676E-05,8.36867E-05,4.23845E-05,6.37762E-05,7.36708E-05,0.000100631,3.69038E-05,8.39269E-05,4.8232E-05,7.29508E-05,8.35377E-05,7.09102E-05,4.08505E-05,6.63173E-05,6.19985E-05,6.86534E-05,7.5117E-05,6.68574E-05,5.6462E-05,4.28211E-05,3.76401E-05,5.67667E-05,7.32087E-05,7.39552E-05,6.86655E-05,8.01237E-05,4.67887E-05,4.5683E-05,5.30482E-05,
,4.25321E-05,6.3727E-05,5.87715E-05,0.00020225,5.8958E-05,4.29094E-05,5.20564E-05,0.000121027,6.30691E-05,7.09772E-05,6.692E-05,7.42549E-05,4.46286E-05,9.68621E-05,7.27339E-05,5.12791E-05,5.24534E-05,7.61851E-05,5.72642E-05,5.16895E-05,3.6269E-05,5.5593E-05,5.46456E-05,5.67843E-05,7.74341E-05,8.38416E-05,6.27933E-05,2.13469E-05,7.36594E-05,8.30298E-05,6.85352E-05,0.000161231,5.54575E-05,4.22459E-05,5.28924E-05,6.0306E-05,6.89987E-05,6.42445E-05,4.94539E-05,5.94663E-05,5.62729E-05,3.68017E-05,5.14077E-05,5.25854E-05,6.57249E-05,9.3601E-05,6.29892E-05,4.6003E-05,7.66495E-05,4.81773E-05,4.34558E-05,6.24064E-05,3.85648E-05,5.30755E-05,5.89792E-05,6.32221E-05,3.22206E-05,7.06274E-05,5.46185E-05,5.27441E-05,5.27605E-05,5.42752E-05,6.3392E-05,0.000106856,9.03697E-05,7.18644E-05,5.45582E-05,8.04472E-05,4.44008E-05,8.3568E-05,4.59888E-05,4.42255E-05,6.18785E-05,8.76434E-05,6.60828E-05,6.07151E-05,8.08287E-05,4.06856E-05,4.05701E-05,4.68448E-05,7.75319E-05,7.84164E-05,5.16439E-05,5.86332E-05,4.43201E-05,3.89043E-05,6.26983E-05,
,5.0276E-05,6.2785E-05,6.42105E-05,5.8958E-05,0.000124826,4.99457E-05,5.94766E-05,8.27246E-05,6.69095E-05,7.34314E-05,6.09259E-05,7.92762E-05,5.36941E-05,7.60038E-05,8.00226E-05,5.18621E-05,6.26777E-05,7.34781E-05,5.85883E-05,4.63901E-05,3.62385E-05,6.22264E-05,6.3648E-05,5.0917E-05,5.61174E-05,6.83137E-05,5.92165E-05,2.6213E-05,6.4924E-05,4.67942E-05,6.34292E-05,9.10158E-05,6.83416E-05,4.54268E-05,5.92936E-05,5.42785E-05,6.64228E-05,6.44689E-05,6.6706E-05,6.50192E-05,4.85409E-05,3.84909E-05,4.77141E-05,5.61101E-05,7.43487E-05,6.35496E-05,6.7587E-05,5.01718E-05,7.12511E-05,4.38696E-05,4.09312E-05,6.32957E-05,4.90957E-05,7.10803E-05,6.05065E-05,7.47646E-05,4.4458E-05,7.68002E-05,5.65923E-05,5.578E-05,4.65267E-05,6.17548E-05,7.4584E-05,9.42291E-05,8.51948E-06,7.43131E-05,5.64263E-05,7.40573E-05,7.79515E-05,6.48521E-05,4.49459E-05,4.86309E-05,5.68627E-05,5.42654E-05,6.58776E-05,6.19141E-05,4.87378E-05,4.49485E-05,4.33472E-05,5.68084E-05,7.22092E-05,6.81062E-05,5.97009E-05,6.87016E-05,4.99388E-05,4.14457E-05,5.21283E-05,
